Transaction_ID,Date,Scope,Category,Description,Amount,Income_vs_Expense,Profit_vs_Loss,Balance_Sheet_Category,Debit_vs_Credit,Payment_Method
TXN-10902,2025-03-04,Household,Dining Out,Restaurant bill / food delivery,16.26,Expense,Loss,Asset,Debit,Credit Card
TXN-10245,2025-03-04,Business,Owner's Equity Injection,Capital contributed by business owner/investor,6299.12,Equity Injection,Neutral,Equity,Credit,Digital Wallet
TXN-11134,2025-03-05,Business,Loan Interest Expense,Interest charge on business debt/credit lines,590.5,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10811,2025-03-05,Household,Salary / Wages,Monthly salary direct deposit,5753.02,Income,Profit,Asset,Credit,Credit Card
TXN-10481,2025-03-06,Household,Groceries,Supermarket purchase (food/supplies),54.12,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10328,2025-03-06,Household,Groceries,Supermarket purchase (food/supplies),195.76,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10336,2025-03-06,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1495.03,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10320,2025-03-06,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,279.7,Expense,Loss,Asset,Debit,Credit Card
TXN-10043,2025-03-06,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,885.17,Transfer,Neutral,Liability,Debit,ACH Transfer
TXN-10510,2025-03-06,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",388.14,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10625,2025-03-07,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,6095.01,Equity Withdrawal,Neutral,Equity,Debit,Credit Card
TXN-10944,2025-03-07,Business,Product Sales Revenue,Direct cash/card sales to customers,923.03,Income,Profit,Asset,Credit,Checking Account
TXN-10906,2025-03-07,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",99.92,Expense,Loss,Asset,Debit,Cash
TXN-10503,2025-03-07,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,4414.21,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10347,2025-03-08,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,2870.58,Expense,Loss,Asset,Debit,Wire Transfer
TXN-11062,2025-03-08,Business,Product Sales Revenue,Direct cash/card sales to customers,596.78,Income,Profit,Asset,Credit,Wire Transfer
TXN-10413,2025-03-08,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",16090.91,Expense,Loss,Liability,Debit,Checking Account
TXN-10523,2025-03-08,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",19734.63,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10082,2025-03-09,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",562.29,Expense,Loss,Asset,Debit,Checking Account
TXN-11099,2025-03-09,Household,Utilities,"Electricity, water, and gas bills",233.16,Expense,Loss,Liability,Debit,Checking Account
TXN-10295,2025-03-09,Household,Credit Card Payment,Credit card balance payoff from checking account,1222.47,Transfer,Neutral,Liability,Debit,Cash
TXN-10137,2025-03-10,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",646.89,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10535,2025-03-10,Business,Office Rent & Lease,Commercial property rental fee,5471.05,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10623,2025-03-10,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,2460.6,Transfer,Neutral,Liability,Debit,Cash
TXN-10939,2025-03-11,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,11734.47,Income,Profit,Asset,Credit,Digital Wallet
TXN-10795,2025-03-11,Household,Utilities,"Electricity, water, and gas bills",291.81,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10620,2025-03-11,Household,Investment Returns,Stock dividend or savings interest payout,385.26,Income,Profit,Asset,Credit,Digital Wallet
TXN-10722,2025-03-11,Household,Utilities,"Electricity, water, and gas bills",147.02,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10891,2025-03-11,Household,Credit Card Payment,Credit card balance payoff from checking account,1213.92,Transfer,Neutral,Liability,Debit,Wire Transfer
TXN-10158,2025-03-11,Business,Office Rent & Lease,Commercial property rental fee,5400.83,Expense,Loss,Liability,Debit,Credit Card
TXN-10725,2025-03-11,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",2812.92,Asset Acquisition,Neutral,Asset,Debit,Wire Transfer
TXN-10485,2025-03-12,Business,Loan Interest Expense,Interest charge on business debt/credit lines,420.62,Expense,Loss,Liability,Debit,ACH Transfer
TXN-11049,2025-03-12,Household,Dining Out,Restaurant bill / food delivery,119.2,Expense,Loss,Asset,Debit,Cash
TXN-10145,2025-03-12,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1271.5,Expense,Loss,Liability,Debit,ACH Transfer
TXN-11144,2025-03-12,Household,Dining Out,Restaurant bill / food delivery,58.34,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10832,2025-03-13,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,3725.65,Income,Profit,Asset,Credit,Digital Wallet
TXN-10496,2025-03-13,Household,Credit Card Payment,Credit card balance payoff from checking account,507.76,Transfer,Neutral,Liability,Debit,ACH Transfer
TXN-10060,2025-03-13,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",354.27,Expense,Loss,Asset,Debit,Cash
TXN-10669,2025-03-13,Household,Investment Returns,Stock dividend or savings interest payout,362.95,Income,Profit,Asset,Credit,ACH Transfer
TXN-10002,2025-03-13,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,263.04,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10546,2025-03-13,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,3295.76,Equity Withdrawal,Neutral,Equity,Debit,Wire Transfer
TXN-10749,2025-03-14,Household,Utilities,"Electricity, water, and gas bills",156.63,Expense,Loss,Liability,Debit,Cash
TXN-10929,2025-03-14,Business,Loan Interest Expense,Interest charge on business debt/credit lines,444.18,Expense,Loss,Liability,Debit,Credit Card
TXN-10265,2025-03-15,Household,Salary / Wages,Monthly salary direct deposit,3934.93,Income,Profit,Asset,Credit,Digital Wallet
TXN-10025,2025-03-15,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",233.22,Expense,Loss,Asset,Debit,Credit Card
TXN-10694,2025-03-15,Business,Loan Interest Expense,Interest charge on business debt/credit lines,576.58,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10570,2025-03-16,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,1594.17,Expense,Loss,Asset,Debit,Cash
TXN-10441,2025-03-16,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,2513.6,Income,Profit,Asset,Credit,Cash
TXN-10388,2025-03-16,Household,Utilities,"Electricity, water, and gas bills",136.31,Expense,Loss,Liability,Debit,Credit Card
TXN-11157,2025-03-16,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",509.25,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10411,2025-03-18,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",3033.53,Asset Acquisition,Neutral,Asset,Debit,Wire Transfer
TXN-10643,2025-03-18,Business,Office Rent & Lease,Commercial property rental fee,2849.5,Expense,Loss,Liability,Debit,Credit Card
TXN-11111,2025-03-18,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",21458.73,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10681,2025-03-18,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,2686.78,Equity Withdrawal,Neutral,Equity,Debit,Wire Transfer
TXN-11087,2025-03-18,Business,Owner's Equity Injection,Capital contributed by business owner/investor,47725.07,Equity Injection,Neutral,Equity,Credit,Wire Transfer
TXN-10992,2025-03-18,Business,Office Rent & Lease,Commercial property rental fee,2166.9,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10256,2025-03-18,Business,Owner's Equity Injection,Capital contributed by business owner/investor,25094.63,Equity Injection,Neutral,Equity,Credit,ACH Transfer
TXN-10209,2025-03-19,Household,Groceries,Supermarket purchase (food/supplies),71.33,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10394,2025-03-19,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,5837.39,Income,Profit,Asset,Credit,ACH Transfer
TXN-10558,2025-03-19,Business,Office Rent & Lease,Commercial property rental fee,3358.32,Expense,Loss,Liability,Debit,Credit Card
TXN-10029,2025-03-20,Household,Utilities,"Electricity, water, and gas bills",218.04,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10604,2025-03-20,Business,Owner's Equity Injection,Capital contributed by business owner/investor,25474.04,Equity Injection,Neutral,Equity,Credit,Wire Transfer
TXN-10389,2025-03-20,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",5893.44,Asset Acquisition,Neutral,Asset,Debit,Digital Wallet
TXN-10088,2025-03-21,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,1317.04,Transfer,Neutral,Liability,Debit,Wire Transfer
TXN-10100,2025-03-21,Business,Equipment Asset Purchase,"Purchase of machinery, computers, or office hardware",7002.62,Asset Acquisition,Neutral,Asset,Debit,Credit Card
TXN-10892,2025-03-21,Household,Utilities,"Electricity, water, and gas bills",103.24,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10362,2025-03-22,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,5070.58,Income,Profit,Asset,Credit,Digital Wallet
TXN-10216,2025-03-22,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1431.76,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10520,2025-03-22,Household,Groceries,Supermarket purchase (food/supplies),132.32,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10863,2025-03-22,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,1424.56,Expense,Loss,Asset,Debit,Checking Account
TXN-10217,2025-03-22,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1004.82,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10364,2025-03-22,Household,Dining Out,Restaurant bill / food delivery,94.22,Expense,Loss,Asset,Debit,Checking Account
TXN-10072,2025-03-22,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,1398.16,Equity Withdrawal,Neutral,Equity,Debit,Wire Transfer
TXN-11055,2025-03-23,Business,Loan Interest Expense,Interest charge on business debt/credit lines,392.7,Expense,Loss,Liability,Debit,Checking Account
TXN-10140,2025-03-23,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",602.36,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10814,2025-03-23,Business,Product Sales Revenue,Direct cash/card sales to customers,3953.74,Income,Profit,Asset,Credit,Cash
TXN-10093,2025-03-24,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",453.8,Expense,Loss,Asset,Debit,Wire Transfer
TXN-11156,2025-03-24,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",590.7,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10590,2025-03-25,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,9042.31,Income,Profit,Asset,Credit,Digital Wallet
TXN-10020,2025-03-25,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,172.55,Expense,Loss,Asset,Debit,Cash
TXN-10956,2025-03-25,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,168.92,Expense,Loss,Asset,Debit,Checking Account
TXN-10547,2025-03-25,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,5322.5,Income,Profit,Asset,Credit,Wire Transfer
TXN-10169,2025-03-25,Household,Utilities,"Electricity, water, and gas bills",292.24,Expense,Loss,Liability,Debit,Checking Account
TXN-10855,2025-03-25,Household,Salary / Wages,Monthly salary direct deposit,4237.45,Income,Profit,Asset,Credit,Cash
TXN-10224,2025-03-26,Household,Groceries,Supermarket purchase (food/supplies),206.45,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10044,2025-03-26,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,1295.17,Transfer,Neutral,Liability,Debit,Wire Transfer
TXN-10155,2025-03-26,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",21491.12,Expense,Loss,Liability,Debit,Credit Card
TXN-10779,2025-03-27,Business,Owner's Equity Injection,Capital contributed by business owner/investor,8720.18,Equity Injection,Neutral,Equity,Credit,Checking Account
TXN-10773,2025-03-27,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,1968.93,Transfer,Neutral,Liability,Debit,Credit Card
TXN-10953,2025-03-27,Business,Office Rent & Lease,Commercial property rental fee,5480.48,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10857,2025-03-27,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",245.11,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10273,2025-03-27,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",564.07,Expense,Loss,Asset,Debit,Checking Account
TXN-10793,2025-03-28,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,1470.96,Transfer,Neutral,Liability,Debit,Digital Wallet
TXN-10717,2025-03-28,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",6054.48,Expense,Loss,Liability,Debit,Cash
TXN-10380,2025-03-29,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,9814.54,Income,Profit,Asset,Credit,Wire Transfer
TXN-11139,2025-03-30,Business,Loan Interest Expense,Interest charge on business debt/credit lines,561.35,Expense,Loss,Liability,Debit,Credit Card
TXN-10910,2025-03-30,Business,Office Rent & Lease,Commercial property rental fee,3092.74,Expense,Loss,Liability,Debit,Credit Card
TXN-10926,2025-03-30,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,1045.28,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10491,2025-03-30,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",721.88,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10583,2025-03-31,Household,Groceries,Supermarket purchase (food/supplies),127.76,Expense,Loss,Asset,Debit,Credit Card
TXN-10941,2025-03-31,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,8779.01,Income,Profit,Asset,Credit,Wire Transfer
TXN-10277,2025-03-31,Household,Investment Returns,Stock dividend or savings interest payout,48.69,Income,Profit,Asset,Credit,ACH Transfer
TXN-10934,2025-04-01,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,11106.59,Income,Profit,Asset,Credit,Cash
TXN-10101,2025-04-01,Household,Investment Returns,Stock dividend or savings interest payout,441.89,Income,Profit,Asset,Credit,Checking Account
TXN-11014,2025-04-01,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",769.56,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10390,2025-04-01,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,2712.33,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10624,2025-04-02,Household,Utilities,"Electricity, water, and gas bills",298.43,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10680,2025-04-02,Business,Office Rent & Lease,Commercial property rental fee,1981.57,Expense,Loss,Liability,Debit,Checking Account
TXN-10867,2025-04-02,Household,Dining Out,Restaurant bill / food delivery,112.77,Expense,Loss,Asset,Debit,Checking Account
TXN-10111,2025-04-02,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",363.03,Expense,Loss,Asset,Debit,Cash
TXN-11039,2025-04-03,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,1381.35,Transfer,Neutral,Liability,Debit,ACH Transfer
TXN-10504,2025-04-04,Business,Loan Interest Expense,Interest charge on business debt/credit lines,587.45,Expense,Loss,Liability,Debit,Credit Card
TXN-10946,2025-04-04,Household,Groceries,Supermarket purchase (food/supplies),166.5,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10769,2025-04-04,Household,Utilities,"Electricity, water, and gas bills",162.13,Expense,Loss,Liability,Debit,Credit Card
TXN-10595,2025-04-05,Household,Utilities,"Electricity, water, and gas bills",295.97,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10073,2025-04-06,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1123.34,Expense,Loss,Liability,Debit,Checking Account
TXN-10704,2025-04-06,Business,Office Rent & Lease,Commercial property rental fee,4558.63,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10470,2025-04-06,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,6458.24,Income,Profit,Asset,Credit,ACH Transfer
TXN-10591,2025-04-06,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",42.96,Expense,Loss,Asset,Debit,Cash
TXN-10487,2025-04-06,Household,Salary / Wages,Monthly salary direct deposit,4246.65,Income,Profit,Asset,Credit,ACH Transfer
TXN-11169,2025-04-06,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,2732.46,Expense,Loss,Liability,Debit,Digital Wallet
TXN-11067,2025-04-07,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,991.44,Expense,Loss,Asset,Debit,ACH Transfer
TXN-11131,2025-04-07,Household,Credit Card Payment,Credit card balance payoff from checking account,356.97,Transfer,Neutral,Liability,Debit,ACH Transfer
TXN-11031,2025-04-07,Business,Product Sales Revenue,Direct cash/card sales to customers,802.19,Income,Profit,Asset,Credit,Credit Card
TXN-10055,2025-04-08,Business,Office Rent & Lease,Commercial property rental fee,1924.47,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10557,2025-04-08,Household,Utilities,"Electricity, water, and gas bills",84.17,Expense,Loss,Liability,Debit,Cash
TXN-10252,2025-04-08,Business,Payroll & Wages,"Employee salaries, benefits, and payroll taxes",23281.1,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10985,2025-04-09,Household,Credit Card Payment,Credit card balance payoff from checking account,364.04,Transfer,Neutral,Liability,Debit,ACH Transfer
TXN-10121,2025-04-09,Household,Dining Out,Restaurant bill / food delivery,59.15,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10198,2025-04-09,Household,Investment Returns,Stock dividend or savings interest payout,116.03,Income,Profit,Asset,Credit,ACH Transfer
TXN-11009,2025-04-09,Household,Investment Returns,Stock dividend or savings interest payout,438.84,Income,Profit,Asset,Credit,Credit Card
TXN-10386,2025-04-10,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,7341.46,Equity Withdrawal,Neutral,Equity,Debit,Cash
TXN-11047,2025-04-10,Business,Owner's Equity Injection,Capital contributed by business owner/investor,27521.48,Equity Injection,Neutral,Equity,Credit,Digital Wallet
TXN-11168,2025-04-10,Household,Credit Card Payment,Credit card balance payoff from checking account,582.43,Transfer,Neutral,Liability,Debit,Credit Card
TXN-10132,2025-04-10,Business,Loan Interest Expense,Interest charge on business debt/credit lines,552.84,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10428,2025-04-10,Business,Owner's Equity Injection,Capital contributed by business owner/investor,21552.84,Equity Injection,Neutral,Equity,Credit,Wire Transfer
TXN-10776,2025-04-10,Household,Dining Out,Restaurant bill / food delivery,100.6,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10509,2025-04-11,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",393.81,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10903,2025-04-12,Household,Dining Out,Restaurant bill / food delivery,101.49,Expense,Loss,Asset,Debit,Cash
TXN-10490,2025-04-13,Business,Owner's Equity Injection,Capital contributed by business owner/investor,10518.68,Equity Injection,Neutral,Equity,Credit,Checking Account
TXN-10105,2025-04-13,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,289.47,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10464,2025-04-13,Household,Groceries,Supermarket purchase (food/supplies),226.02,Expense,Loss,Asset,Debit,Cash
TXN-11147,2025-04-13,Household,Credit Card Payment,Credit card balance payoff from checking account,472.63,Transfer,Neutral,Liability,Debit,Digital Wallet
TXN-11165,2025-04-14,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",385.62,Expense,Loss,Asset,Debit,ACH Transfer
TXN-11158,2025-04-15,Business,Product Sales Revenue,Direct cash/card sales to customers,3428.13,Income,Profit,Asset,Credit,Checking Account
TXN-10648,2025-04-15,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",221.6,Expense,Loss,Asset,Debit,Checking Account
TXN-10371,2025-04-15,Household,Salary / Wages,Monthly salary direct deposit,3554.97,Income,Profit,Asset,Credit,Credit Card
TXN-10848,2025-04-15,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,7820.19,Equity Withdrawal,Neutral,Equity,Debit,Credit Card
TXN-10521,2025-04-15,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",291.29,Expense,Loss,Asset,Debit,Credit Card
TXN-10631,2025-04-16,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,42.21,Expense,Loss,Asset,Debit,Wire Transfer
TXN-10148,2025-04-16,Household,Groceries,Supermarket purchase (food/supplies),214.91,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10963,2025-04-16,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,11718.38,Income,Profit,Asset,Credit,ACH Transfer
TXN-10750,2025-04-16,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",430.78,Expense,Loss,Asset,Debit,Cash
TXN-10791,2025-04-16,Household,Dining Out,Restaurant bill / food delivery,100.42,Expense,Loss,Asset,Debit,Checking Account
TXN-10215,2025-04-17,Household,Utilities,"Electricity, water, and gas bills",217.61,Expense,Loss,Liability,Debit,Cash
TXN-11084,2025-04-17,Business,Owner's Equity Injection,Capital contributed by business owner/investor,35969.18,Equity Injection,Neutral,Equity,Credit,ACH Transfer
TXN-10894,2025-04-17,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,2369.2,Expense,Loss,Asset,Debit,ACH Transfer
TXN-11054,2025-04-18,Household,Vehicle Maintenance,"Gasoline, car insurance, or repairs",465.07,Expense,Loss,Asset,Debit,Credit Card
TXN-10098,2025-04-18,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,3473.92,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10045,2025-04-19,Business,Office Rent & Lease,Commercial property rental fee,5680.11,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10024,2025-04-19,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,8209.83,Income,Profit,Asset,Credit,ACH Transfer
TXN-10489,2025-04-20,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",797.2,Expense,Loss,Asset,Debit,Cash
TXN-10418,2025-04-20,Household,Investment Returns,Stock dividend or savings interest payout,177.45,Income,Profit,Asset,Credit,ACH Transfer
TXN-10053,2025-04-20,Business,Owner's Equity Injection,Capital contributed by business owner/investor,29265.53,Equity Injection,Neutral,Equity,Credit,Digital Wallet
TXN-10361,2025-04-21,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,3633.36,Equity Withdrawal,Neutral,Equity,Debit,ACH Transfer
TXN-10925,2025-04-23,Household,Groceries,Supermarket purchase (food/supplies),160.9,Expense,Loss,Asset,Debit,ACH Transfer
TXN-10153,2025-04-23,Business,Owner's Equity Injection,Capital contributed by business owner/investor,17282.09,Equity Injection,Neutral,Equity,Credit,ACH Transfer
TXN-10021,2025-04-23,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,2553.84,Transfer,Neutral,Liability,Debit,Checking Account
TXN-11180,2025-04-24,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,4440.3,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10745,2025-04-24,Business,Loan Interest Expense,Interest charge on business debt/credit lines,362.04,Expense,Loss,Liability,Debit,ACH Transfer
TXN-11042,2025-04-24,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1639.51,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10192,2025-04-24,Business,Product Sales Revenue,Direct cash/card sales to customers,1909.14,Income,Profit,Asset,Credit,Credit Card
TXN-10384,2025-04-24,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,4663.75,Income,Profit,Asset,Credit,Credit Card
TXN-11018,2025-04-24,Household,Credit Card Payment,Credit card balance payoff from checking account,1041.59,Transfer,Neutral,Liability,Debit,Digital Wallet
TXN-10638,2025-04-24,Business,Owner's Drawings / Distributions,Owner cash withdrawal for personal use,3894.92,Equity Withdrawal,Neutral,Equity,Debit,Cash
TXN-11160,2025-04-25,Business,Bank Loan Principal Payment,Repayment of principal on commercial loan,2727.24,Transfer,Neutral,Liability,Debit,Wire Transfer
TXN-10872,2025-04-25,Household,Investment Returns,Stock dividend or savings interest payout,404.13,Income,Profit,Asset,Credit,Checking Account
TXN-10163,2025-04-25,Business,Cost of Goods Sold (COGS),Raw materials and inventory purchases,3320.69,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10352,2025-04-25,Business,Owner's Equity Injection,Capital contributed by business owner/investor,43127.37,Equity Injection,Neutral,Equity,Credit,Cash
TXN-10354,2025-04-26,Business,Loan Interest Expense,Interest charge on business debt/credit lines,615.05,Expense,Loss,Liability,Debit,Wire Transfer
TXN-10129,2025-04-26,Business,Product Sales Revenue,Direct cash/card sales to customers,3658.55,Income,Profit,Asset,Credit,Credit Card
TXN-10419,2025-04-26,Household,Credit Card Payment,Credit card balance payoff from checking account,1499.97,Transfer,Neutral,Liability,Debit,Credit Card
TXN-11061,2025-04-26,Household,Healthcare / Medical,Pharmacy prescription / Doctor copay,248.86,Expense,Loss,Asset,Debit,Cash
TXN-10299,2025-04-26,Household,Dining Out,Restaurant bill / food delivery,105.31,Expense,Loss,Asset,Debit,Digital Wallet
TXN-10201,2025-04-27,Business,Product Sales Revenue,Direct cash/card sales to customers,1719.83,Income,Profit,Asset,Credit,Cash
TXN-11068,2025-04-27,Household,Salary / Wages,Monthly salary direct deposit,3285.12,Income,Profit,Asset,Credit,Credit Card
TXN-10271,2025-04-27,Business,Product Sales Revenue,Direct cash/card sales to customers,3398.43,Income,Profit,Asset,Credit,ACH Transfer
TXN-10703,2025-04-27,Business,Owner's Equity Injection,Capital contributed by business owner/investor,21011.5,Equity Injection,Neutral,Equity,Credit,ACH Transfer
TXN-11002,2025-04-27,Household,Utilities,"Electricity, water, and gas bills",109.56,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10051,2025-04-28,Household,Groceries,Supermarket purchase (food/supplies),54.15,Expense,Loss,Asset,Debit,Checking Account
TXN-10823,2025-04-28,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,1689.53,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10665,2025-04-28,Business,Accounts Receivable Invoicing,Client invoice generated for B2B services rendered,5178.24,Income,Profit,Asset,Credit,Credit Card
TXN-10279,2025-04-29,Household,Dining Out,Restaurant bill / food delivery,63.42,Expense,Loss,Asset,Debit,Cash
TXN-10582,2025-04-29,Business,Loan Interest Expense,Interest charge on business debt/credit lines,424.61,Expense,Loss,Liability,Debit,Digital Wallet
TXN-10879,2025-04-30,Household,Salary / Wages,Monthly salary direct deposit,4395.41,Income,Profit,Asset,Credit,Digital Wallet
TXN-10427,2025-04-30,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",440.72,Expense,Loss,Asset,Debit,Cash
TXN-10015,2025-04-30,Household,Rent / Mortgage,Monthly residential lease/mortgage payment,2559.67,Expense,Loss,Liability,Debit,ACH Transfer
TXN-10634,2025-04-30,Business,Software / SaaS Subscriptions,"Cloud infrastructure, accounting & CRM tools",445.15,Expense,Loss,Asset,Debit,Checking Account
